onset	duration	type
0.06	1	Scenes
1.343	1	Scenes
2.626	1	Scenes
3.909	1	Scenes
5.193	1	Scenes
6.509	1	Scenes
7.792	1	Scenes
9.076	1	Scenes
20.374	1	Objects
21.658	1	Objects
22.957	1	Objects
24.241	1	Objects
25.524	1	Objects
26.807	1	Objects
28.09	1	Objects
29.373	1	Objects
40.656	1	Scrambled
41.939	1	Scrambled
43.222	1	Scrambled
44.505	1	Scrambled
45.788	1	Scrambled
47.072	1	Scrambled
48.355	1	Scrambled
49.638	1	Scrambled
60.92	1	Scenes
62.203	1	Scenes
63.487	1	Scenes
64.77	1	Scenes
66.053	1	Scenes
67.336	1	Scenes
68.619	1	Scenes
69.903	1	Scenes
81.185	1	Objects
82.468	1	Objects
83.751	1	Objects
85.034	1	Objects
86.318	1	Objects
87.601	1	Objects
88.884	1	Objects
90.167	1	Objects
101.449	1	Scrambled
102.733	1	Scrambled
104.032	1	Scrambled
105.316	1	Scrambled
106.599	1	Scrambled
107.882	1	Scrambled
109.165	1	Scrambled
110.448	1	Scrambled
121.731	1	Scenes
123.014	1	Scenes
124.297	1	Scenes
125.58	1	Scenes
126.863	1	Scenes
128.147	1	Scenes
129.43	1	Scenes
130.713	1	Scenes
141.995	1	Objects
143.278	1	Objects
144.562	1	Objects
145.845	1	Objects
147.128	1	Objects
148.411	1	Objects
149.694	1	Objects
150.978	1	Objects
162.26	1	Scrambled
163.543	1	Scrambled
164.826	1	Scrambled
166.109	1	Scrambled
167.393	1	Scrambled
168.676	1	Scrambled
169.976	1	Scrambled
171.259	1	Scrambled
182.524	1	Scenes
183.808	1	Scenes
185.107	1	Scenes
186.391	1	Scenes
187.674	1	Scenes
188.957	1	Scenes
190.24	1	Scenes
191.523	1	Scenes
202.806	1	Objects
204.089	1	Objects
205.372	1	Objects
206.655	1	Objects
207.938	1	Objects
209.222	1	Objects
210.505	1	Objects
211.788	1	Objects
223.07	1	Scrambled
224.353	1	Scrambled
225.637	1	Scrambled
226.92	1	Scrambled
228.203	1	Scrambled
229.486	1	Scrambled
230.769	1	Scrambled
232.053	1	Scrambled
243.335	1	Scenes
244.618	1	Scenes
245.901	1	Scenes
247.184	1	Scenes
248.468	1	Scenes
249.751	1	Scenes
251.034	1	Scenes
252.317	1	Scenes
263.599	1	Objects
264.883	1	Objects
266.166	1	Objects
267.449	1	Objects
268.749	1	Objects
270.032	1	Objects
271.315	1	Objects
272.598	1	Objects
283.897	1	Scrambled
285.181	1	Scrambled
286.48	1	Scrambled
287.764	1	Scrambled
289.063	1	Scrambled
290.347	1	Scrambled
291.63	1	Scrambled
292.913	1	Scrambled
304.195	1	Scenes
305.478	1	Scenes
306.762	1	Scenes
308.045	1	Scenes
309.328	1	Scenes
310.611	1	Scenes
311.894	1	Scenes
313.178	1	Scenes
324.46	1	Objects
325.743	1	Objects
327.026	1	Objects
328.309	1	Objects
329.593	1	Objects
330.876	1	Objects
332.159	1	Objects
333.442	1	Objects
344.724	1	Scrambled
346.008	1	Scrambled
347.291	1	Scrambled
348.574	1	Scrambled
349.857	1	Scrambled
351.14	1	Scrambled
352.424	1	Scrambled
353.707	1	Scrambled
